transaction_id,payer_id,payee_id,amount,channel,mode,bank_code,transaction_datetime,is_fraud
d48a5682-215a-4072-9d5b-2a5f3d966f24,0c15af45-1863-4769-a349-a64400ccbd42,29f876d3-9095-4921-9166-1dfa227366e6,657.2585659250583,Mobile,Debit Card,Bank A,2024-01-01 00:00:00,0
c832012f-a221-41b6-b754-fda67f2a053e,d0e53ab0-b481-4ba1-991b-8390fa52930a,b16aa4f3-b69a-406a-ad9a-cb53c7c3a1f5,1419.3102334334828,Online,Debit Card,Bank C,2024-01-01 01:00:00,0
ff89748b-6803-44b5-82e3-7dc101b0454d,6b9dab9f-60fd-4424-b879-381ce54048bf,4308df48-ee46-416f-8b10-f2b9fbc0437f,1975.6374855235574,Mobile,Debit Card,Bank A,2024-01-01 02:00:00,0
1470b446-cc2a-4e4b-9e8f-1139b3f024a4,d307c489-36bd-48bc-89a2-87d383529c2e,41d59fe1-096d-41dc-9cee-bea70e82fedb,319.5828560459141,POS,Net Banking,Bank C,2024-01-01 03:00:00,0
144c8317-8939-46b6-b36c-fd369d887873,383d4252-9080-4add-8263-ea06de4a49d2,4fc18b47-59d5-4bf0-85cf-0148e2a4709d,4312.408067199311,Online,Debit Card,Bank B,2024-01-01 04:00:00,0
05a3fcb0-6e85-48f4-bdbc-b9130b631aa7,161a49fe-78a0-45b4-bc7d-58399ecae0ae,1398c8ab-4a72-4bb3-8d7d-69fbbaf2c150,763.2154507005274,POS,UPI,Bank A,2024-01-01 05:00:00,0
d7a36656-5a6b-49e3-80ab-14dc291e9af5,9140b896-3ae7-4ac5-a3fd-7ef08b2e0851,d19eb64e-18f3-46b3-bd55-e97c4ad3aa5b,1288.4177084171517,POS,UPI,Bank B,2024-01-01 06:00:00,0
be0c02c2-2d6c-47ae-b781-7aa85f007da4,ffccd5d7-0f6b-4b57-929d-d30c0ce4db78,8ddc7d87-99aa-43d4-b917-2a2884c94f86,852.5502848367886,Online,Credit Card,Bank B,2024-01-01 07:00:00,0
0252ad0e-94f9-48e3-aeac-d5438a2f4439,f0daa5e0-7b99-480a-af93-1fe9bb80b4dd,fe472f47-ef38-43b3-ac1f-eea9ede7ef3a,4690.494849840436,Mobile,Debit Card,Bank C,2024-01-01 08:00:00,0
cb20ab36-4afc-470b-b2a9-dd0475f3ec3c,ba637610-7ed4-41cb-bc5d-d6cd365dc01c,72b24f56-6fa8-42ca-9856-bed4efa2c2b3,1617.2778429404768,Online,Credit Card,Bank D,2024-01-01 09:00:00,0
addc8dad-4d64-410a-baba-e5217d992f51,f419c6ac-c12c-4d6a-b2f5-66382d1f2271,bfd7005e-fb4c-4dc7-97bb-034cd7fde6af,4917.094574813462,Mobile,Credit Card,Bank A,2024-01-01 10:00:00,1
b742c318-85e1-47e1-b583-85677d947acd,920d079c-da71-4c1a-950c-0cee2061a1a2,94b0bab6-0d67-4fb7-86b8-f7ffe5fa8856,3433.486993029818,Online,UPI,Bank B,2024-01-01 11:00:00,0
3d1a264c-6784-4f1a-8051-752496b9a8a1,75fde7a1-7477-4d6d-b36c-3a49664133ea,70cf5d22-0d31-439e-9999-cfb589863c0a,4995.9114115615575,ATM,Credit Card,Bank B,2024-01-01 12:00:00,0
4cff67f7-e612-4bfb-8733-8df7acdc51df,bfe2c554-44e6-4aba-bbda-a5d628807dc0,dd966207-2e28-4787-b694-0ef15d510b37,2932.1842036353846,POS,UPI,Bank C,2024-01-01 13:00:00,0
fdfde95b-405a-42a2-a6f7-f4c7feed9462,4ec7b893-8196-49dc-815b-dbf98d1c6341,6aea2edf-4f10-4049-a09e-aeadf4271d68,1284.1060816583479,POS,Net Banking,Bank C,2024-01-01 14:00:00,0
e8f083b8-ccff-4044-8fc4-f82a39933d88,d0a8ee46-bc2f-4419-a07f-a110c96d605b,64bd2da3-87b9-417f-91b3-bd214606f190,3873.024979673094,Online,Net Banking,Bank C,2024-01-01 15:00:00,0
e2e6d184-6af0-414a-9a83-8ddc58503a8e,54dcc0f7-3f15-4ed6-b5bb-0f46e0bd7677,8adc6573-0868-4f43-9436-e304450494ad,4936.864450290853,POS,Net Banking,Bank C,2024-01-01 16:00:00,0
6f607aa7-ccad-41a6-9715-c8e189928ce9,14f034e9-a033-4ae6-9a53-f4c6b29fedbf,e3efae1c-1133-4225-a21f-b9929609b79a,995.7742048926389,Mobile,Debit Card,Bank C,2024-01-01 17:00:00,0
0248c67c-e2e8-474e-9897-84ae0347b55f,aad74511-436b-4e73-a85c-caaf61c70652,a8d9e129-fc74-404b-b68d-a71f70f7ac1b,1920.5014210167983,ATM,Net Banking,Bank C,2024-01-01 18:00:00,0
424d03aa-c3be-42c8-ade6-cba5b6c13fce,36d80218-2d05-4929-b9b4-8892372aa05b,ae036b6d-79a3-4284-adbe-47d28d72e9d6,4661.734393313165,Online,Credit Card,Bank A,2024-01-01 19:00:00,1
69cebeb8-9512-42cd-a759-fb8be70a965e,94bb160c-1b2a-4eaf-9f7c-889d2a5c9b2d,1de5049a-91f0-46a3-ab4e-5ce1f12fb415,4202.904611593804,ATM,Credit Card,Bank C,2024-01-01 20:00:00,0
38b39250-7f52-46f2-ad4a-f214a3accd88,4022d735-b17e-4cf4-867a-b3f6a37a59e5,a3d6a983-80c8-4d3f-b568-120dd53d68d2,3173.091296412291,Online,UPI,Bank A,2024-01-01 21:00:00,0
cffc72f1-3ea3-4349-bb5f-d51e95ccbb12,08aec4cf-069f-4e40-9848-a2d0666100cf,cb6e1bb0-8069-4695-a7c8-ad1b3067b072,1793.5219288291564,POS,UPI,Bank A,2024-01-01 22:00:00,1
30cee761-5486-40dc-96df-2ced1b7d1e85,53fef439-77fe-4606-97e0-6f862097ed1f,971ab0cf-8d72-4883-b3f9-accdcf6cd0fa,336.88870940633524,ATM,UPI,Bank A,2024-01-01 23:00:00,0
a7389452-98cf-4d0c-a89c-b04bc22e10b5,9c9c617f-5ec1-4208-a86b-d63e4003cc71,d3801602-cee9-49ef-b703-519589b1062c,3806.2793312677973,POS,Net Banking,Bank C,2024-01-02 00:00:00,0
e20d3d1d-ab0d-4dd7-a43a-9c12a090c848,37cdad1a-0fdc-46a9-951b-b519c69a6d7e,116a5cf6-bc45-4676-a914-2a6a1d6796ec,3663.248970913724,POS,Credit Card,Bank C,2024-01-02 01:00:00,1
3e2b965c-4a22-492b-90b9-a3231814c243,99ec4200-47bc-4405-8753-dc98202ce914,388fb1e7-416a-40b9-bd73-ca482769368f,2623.822804117952,Mobile,Net Banking,Bank A,2024-01-02 02:00:00,1
a0ec29a7-fc16-4296-922a-91a1339a17d0,4a60c8ff-e575-4697-b43e-954895d49187,8539d90a-c1ff-46bb-938b-9afe11bd8f1f,2769.647250950298,POS,UPI,Bank C,2024-01-02 03:00:00,0
5813a973-6e26-4ec9-800e-ead6077243ae,2e5a18e3-9d54-4c9b-81ec-40d1d81613e5,266c74c2-8498-4690-b1e6-98bc86797894,3153.9638367057496,ATM,UPI,Bank B,2024-01-02 04:00:00,0
daf4ebc0-f777-4c0b-8b0b-9e83eb764f78,ba189bb9-7286-4a82-b668-9cffcb10ca0f,2a284345-6b7f-4b48-91a3-30fb5dced588,1556.447567196591,Mobile,UPI,Bank A,2024-01-02 05:00:00,0
a1e4ddaf-16d8-486e-a72e-64f21c895d01,4aabb3e3-9668-43e2-bb38-97d15e4f19bf,88de8196-c956-4e5a-b419-3874adad1a93,1061.2210778929025,ATM,Debit Card,Bank A,2024-01-02 06:00:00,0
cd313a44-1565-4a7f-a651-1789c50b1119,67635629-f22f-466f-bd9e-8e1d1ee4ddf1,fff68922-eb17-448c-9dab-d468b060b090,2019.52463658108,Mobile,UPI,Bank D,2024-01-02 07:00:00,0
ffb0309c-ad04-42c8-a0fa-9113da0ff48b,db6fe51b-5b03-4785-b8be-d4c6bc39b471,f8b703a6-4909-4e3b-8015-17a96f6215a6,1515.0585048939088,Online,Debit Card,Bank A,2024-01-02 08:00:00,0
2307ce08-6ef1-4fe8-81d6-9f25c9ed5fd3,fd1110cc-5e64-4362-88b8-5adcebda67fa,5808493a-e600-4dfd-86ed-ae7a6f33aab0,2193.1916969525832,POS,Credit Card,Bank B,2024-01-02 09:00:00,0
afbc6094-8565-4ac6-9133-d7397e0d63ab,17b683f7-3d36-490d-8ea2-8d8edeb82d57,388946f0-9c73-4306-a5f4-4dd43eba816f,1652.0544974066227,POS,Debit Card,Bank A,2024-01-02 10:00:00,0
2209e313-22bd-4948-8609-8d58ea43c5d4,e4ea3330-fbbe-4b80-ad63-ff328941c65f,b43255ec-060e-48ab-b873-90c2b42e42ec,1790.4240636564055,Mobile,Credit Card,Bank A,2024-01-02 11:00:00,0
d46b7e59-38b9-41cb-b0e3-edc71163e985,0b08e7ed-d826-4c87-a756-45e40cca6c9c,d340c852-66fe-49cb-8103-01fd40ba664e,939.1437428029408,POS,UPI,Bank C,2024-01-02 12:00:00,1
09a1feb7-87ec-4103-a132-6f4a90924e8a,739378ce-f067-4f42-9d51-e3ac85ed75c6,898a3874-e442-42b8-844b-ce88198f76af,943.1184691894643,Online,UPI,Bank C,2024-01-02 13:00:00,0
2be15c86-3256-4e40-9d3b-8a2d58f64c1a,b1fa142f-aec2-49bd-a7c3-59c17229d1e6,962dab4b-298a-4de8-be53-50755ab4c147,1349.1518295882536,POS,UPI,Bank D,2024-01-02 14:00:00,0
b2fd995c-af9d-4343-b30a-b1be105bc56f,560a0254-0218-4350-8cec-1542edb6438f,e8a5f749-c3b6-4737-ace9-b66870cfff5a,3213.5607175162218,Mobile,Debit Card,Bank B,2024-01-02 15:00:00,0
c905fae9-6564-4406-87de-e80ee4eda480,a4b212b2-7bc7-4840-8baf-39ba1db7ffb8,9eee0d2f-4f04-4c63-81f7-40ee96747587,3599.562281555092,Online,Net Banking,Bank B,2024-01-02 16:00:00,0
1b9292e9-d3f2-40ca-ae1d-9e04c905a336,4121f46e-342f-4f07-bf64-4a5a55e72992,b0418c79-8784-4d90-8c96-3d2eadab36a2,3231.712817585008,Online,Debit Card,Bank D,2024-01-02 17:00:00,0
afea0a93-bb37-4132-a5cb-b9cda7d003ec,924e971c-eeff-4013-b584-bbbdd832c6b2,c38e25a3-89cc-47bf-bb5f-31c00a009b57,962.1757475868976,Mobile,Credit Card,Bank C,2024-01-02 18:00:00,0
8d9fd46a-5bfa-4daa-b77b-5ee984a6d977,17a07da6-4e3c-4fdd-a180-abbf68c89cfc,2f6a4b3b-1d6a-4eb0-aa28-e852fe67ea57,4680.820584077707,ATM,UPI,Bank A,2024-01-02 19:00:00,0
b3aaef37-5dbd-4f04-af8f-924abe5911b8,a8bacb8d-20b9-4cb5-8c0b-b6df7dd83449,792f394d-2e40-40b6-bd89-10f8549fd435,4090.630358260263,POS,Credit Card,Bank A,2024-01-02 20:00:00,0
ed3005f6-da4e-4b45-9bc5-bd135e3d747d,6c500638-2de3-43c8-a809-615772b512fd,d4d3caaa-ae01-4343-945a-2b636725aa48,257.69160619994375,ATM,Net Banking,Bank D,2024-01-02 21:00:00,0
22468e85-6d7a-412f-a368-a0f7b89992e6,4534e45c-26cd-497e-81c4-e1d34f2e968f,700d00a7-aa0c-46e9-abf0-e8e1b1d786b0,2588.598611271447,POS,Debit Card,Bank B,2024-01-02 22:00:00,0
3109eec1-7d20-49cc-9fd5-16c90b2c6b6f,646c4f47-143c-4dd3-90c3-dbc84c6568d9,f9c7b010-0f1f-4fac-8c6f-d68393d407d9,3211.5902298174956,POS,Debit Card,Bank B,2024-01-02 23:00:00,0
607179fa-43df-433f-8015-47c4a40ef3c3,a32c7d50-fcc7-4c41-90b0-a61411c75995,42951cc6-795c-440f-87a9-6f91cbe6b70e,4367.453156814814,ATM,Debit Card,Bank A,2024-01-03 00:00:00,0
7d080b5b-61ac-49d9-b274-2d8f441d0bed,bce5708d-5720-4083-9029-a5fbfd590517,6acee6e7-d3bb-4481-90a6-60f94106a1c0,4552.683325646188,Mobile,Debit Card,Bank A,2024-01-03 01:00:00,0
7a9dc35e-9281-47b3-a96f-796e59f1da57,434cbea8-d63c-4ace-a9b9-813751e8a60c,0b3e7fca-145b-4e6a-9a8f-a9d6f459afe6,3163.8263900064785,POS,Net Banking,Bank B,2024-01-03 02:00:00,0
57282212-e646-43c6-81a0-e010189ab570,1c0afe62-41f0-4d20-8194-7b0c04a41f75,566706a0-22fc-4850-9abc-47fcc47af3b8,1374.1644871218903,POS,Net Banking,Bank A,2024-01-03 03:00:00,0
8564271b-a5ee-4366-80a3-58a0eeb101d8,5fb0e7d7-7638-4c48-991c-b4c6e64acebd,7376d4fd-b059-4b63-b93a-a4c754691166,569.0745201888521,Online,Net Banking,Bank B,2024-01-03 04:00:00,0
4e563374-e2be-4291-8da0-11ad80cf0883,79bd34ba-c660-4bd9-81db-57e8798d5a64,17742340-e915-4fe9-88d8-9bc74514136e,4264.770448561838,Mobile,UPI,Bank C,2024-01-03 05:00:00,0
